ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
480	"gene-5330434G04Rik"	"5330434G04Rik"	chrNC_000086.8	-	104433475	104433549	104431487	104431542	104435081	104435360
482	"gene-Gm50594"	"Gm50594"	chrNC_000086.8	-	104340509	104340563	104330558	104331353	104373746	104383104
483	"gene-Gm50594"	"Gm50594"	chrNC_000086.8	-	104365152	104365244	104330558	104331353	104373746	104383104
484	"gene-Gm50594"	"Gm50594"	chrNC_000086.8	-	104365152	104365244	104340509	104340563	104373746	104383104
485	"gene-Gm33605"	"Gm33605"	chrNC_000086.8	-	104192108	104192187	104190547	104190959	104219595	104219863
486	"gene-Gm33605"	"Gm33605"	chrNC_000086.8	-	104225989	104226070	104219595	104219863	104289839	104290043
487	"gene-5530601H04Rik"	"5530601H04Rik"	chrNC_000086.8	-	104113216	104113281	104112069	104112234	104113605	104113730
491	"gene-Zdhhc15"	"Zdhhc15"	chrNC_000086.8	-	103617774	103617844	103616110	103616143	103631906	103632027
493	"gene-Zdhhc15"	"Zdhhc15"	chrNC_000086.8	-	103641697	103641792	103617774	103617844	103676189	103676216
494	"gene-Uprt"	"Uprt"	chrNC_000086.8	+	103541880	103541950	103539341	103539384	103543009	103543072
495	"gene-Abcb7"	"Abcb7"	chrNC_000086.8	-	103348875	103349008	103347737	103348006	103366939	103367059
502	"gene-Ftx"	"Ftx"	chrNC_000086.8	-	102656628	102656801	102652909	102653022	102658670	102658798
503	"gene-Ftx"	"Ftx"	chrNC_000086.8	-	102656649	102656801	102652909	102653022	102658670	102658798
504	"gene-Jpx"	"Jpx"	chrNC_000086.8	+	102540043	102540136	102537163	102537306	102546465	102550031
505	"gene-Xist"	"Xist"	chrNC_000086.8	-	102514436	102514527	102514155	102514287	102517321	102526839
507	"gene-Phka1"	"Phka1"	chrNC_000086.8	-	101571672	101571723	101564359	101564530	101576008	101576124
509	"gene-Phka1"	"Phka1"	chrNC_000086.8	-	101584977	101585056	101584717	101584847	101588279	101588359
511	"gene-Phka1"	"Phka1"	chrNC_000086.8	-	101629682	101629817	101618570	101618680	101636232	101636311
512	"gene-Phka1"	"Phka1"	chrNC_000086.8	-	101680148	101680317	101669193	101669276	101682686	101682734
513	"gene-Rps4x"	"Rps4x"	chrNC_000086.8	-	101231427	101231578	101230960	101231058	101231899	101231977
514	"gene-Rps4x"	"Rps4x"	chrNC_000086.8	-	101231427	101231608	101230960	101231058	101231899	101231977
517	"gene-Ogt"	"Ogt"	chrNC_000086.8	+	100686581	100686762	100683656	100683928	100687552	100687796
518	"gene-Ogt"	"Ogt"	chrNC_000086.8	+	100686611	100686762	100683823	100683928	100687552	100687796
519	"gene-Ogt"	"Ogt"	chrNC_000086.8	+	100687552	100687796	100683656	100683928	100695745	100695814
520	"gene-Ogt"	"Ogt"	chrNC_000086.8	+	100704857	100704937	100699229	100699346	100706964	100707160
521	"gene-Ogt"	"Ogt"	chrNC_000086.8	+	100706964	100707160	100704857	100704937	100707448	100707589
522	"gene-Ogt"	"Ogt"	chrNC_000086.8	+	100713362	100713521	100711585	100711765	100716053	100716179
523	"gene-Ogt"	"Ogt"	chrNC_000086.8	+	100713636	100713726	100713362	100713521	100716053	100716179
524	"gene-Ogt"	"Ogt"	chrNC_000086.8	+	100716928	100717045	100716648	100716819	100717147	100717318
525	"gene-Ogt"	"Ogt"	chrNC_000086.8	+	100719754	100719907	100717147	100717318	100722314	100722567
526	"gene-Ogt"	"Ogt"	chrNC_000086.8	+	100722829	100722953	100722314	100722567	100725761	100727957
528	"gene-Taf1"	"Taf1"	chrNC_000086.8	+	100584365	100584607	100582673	100582793	100586069	100586288
529	"gene-Taf1"	"Taf1"	chrNC_000086.8	+	100584428	100584607	100582673	100582793	100586069	100586288
530	"gene-Taf1"	"Taf1"	chrNC_000086.8	+	100587553	100587761	100586656	100586875	100590564	100590741
531	"gene-Taf1"	"Taf1"	chrNC_000086.8	+	100605679	100605893	100603371	100603550	100606419	100606585
532	"gene-Taf1"	"Taf1"	chrNC_000086.8	+	100621977	100622062	100621805	100621898	100633553	100633621
533	"gene-Taf1"	"Taf1"	chrNC_000086.8	+	100634339	100634345	100634078	100634195	100635269	100637539
538	"gene-Zmym3"	"Zmym3"	chrNC_000086.8	-	100453662	100453766	100453217	100453386	100454818	100454965
539	"gene-Zmym3"	"Zmym3"	chrNC_000086.8	-	100455450	100455563	100455137	100455312	100455743	100455900
541	"gene-Zmym3"	"Zmym3"	chrNC_000086.8	-	100461878	100462558	100460892	100460936	100463303	100463520
544	"gene-Zmym3"	"Zmym3"	chrNC_000086.8	-	100461878	100462558	100460892	100460936	100463933	100464029
545	"gene-Zmym3"	"Zmym3"	chrNC_000086.8	-	100461878	100462558	100460892	100460936	100464145	100464291
546	"gene-Zmym3"	"Zmym3"	chrNC_000086.8	-	100461878	100462558	100460892	100460936	100464689	100464861
547	"gene-Zmym3"	"Zmym3"	chrNC_000086.8	-	100462400	100462558	100460892	100460936	100463303	100463681
550	"gene-Zmym3"	"Zmym3"	chrNC_000086.8	-	100462400	100462558	100460892	100460936	100464145	100464386
552	"gene-Nlgn3"	"Nlgn3"	chrNC_000086.8	+	100345390	100346037	100342784	100342902	100352362	100352512
553	"gene-Nlgn3"	"Nlgn3"	chrNC_000086.8	+	100350680	100350740	100345390	100346037	100352362	100352512
554	"gene-Med12"	"Med12"	chrNC_000086.8	+	100325343	100325488	100324968	100325139	100325655	100325706
555	"gene-Med12"	"Med12"	chrNC_000086.8	+	100325655	100325706	100325343	100325488	100326006	100326125
556	"gene-Med12"	"Med12"	chrNC_000086.8	+	100337398	100337476	100337030	100337236	100337563	100337781
557	"gene-Med12"	"Med12"	chrNC_000086.8	+	100340524	100340606	100340198	100340339	100340792	100342540
559	"gene-Il2rg"	"Il2rg"	chrNC_000086.8	-	100310583	100310726	100309786	100309949	100310916	100311101
566	"gene-Dlg3"	"Dlg3"	chrNC_000086.8	+	99851658	99851758	99850785	99850861	99856331	99856382
568	"gene-Dlg3"	"Dlg3"	chrNC_000086.8	+	99853467	99853513	99850785	99850861	99856331	99856382
571	"gene-Dlg3"	"Dlg3"	chrNC_000086.8	+	99855107	99855149	99850785	99850861	99856331	99856382
574	"gene-Dlg3"	"Dlg3"	chrNC_000086.8	+	99856331	99856382	99855107	99855149	99856942	99857044
576	"gene-Pdzd11"	"Pdzd11"	chrNC_000086.8	-	99667188	99667249	99665948	99667033	99667467	99667566
586	"gene-Eda"	"Eda"	chrNC_000086.8	+	99439280	99439436	99438633	99438755	99440510	99444366
587	"gene-Gm31155"	"Gm31155"	chrNC_000086.8	+	98602764	98602842	98600938	98601073	98605444	98606483
591	"gene-Stard8"	"Stard8"	chrNC_000086.8	+	98112793	98112992	98112179	98112339	98113352	98113563
593	"gene-Las1l"	"Las1l"	chrNC_000086.8	-	94974742	94974805	94964751	94964798	94980977	94981128
595	"gene-Las1l"	"Las1l"	chrNC_000086.8	-	94998747	94998817	94996827	94996909	94999480	94999606
596	"gene-Zc4h2"	"Zc4h2"	chrNC_000086.8	-	94685769	94685932	94682792	94684257	94686913	94687065
597	"gene-Zc4h2"	"Zc4h2"	chrNC_000086.8	-	94685769	94685964	94682798	94684257	94686913	94687086
599	"gene-Maged1"	"Maged1"	chrNC_000086.8	-	93581147	93581190	93580899	93580962	93581281	93581361
600	"gene-Maged1"	"Maged1"	chrNC_000086.8	-	93584856	93584930	93583460	93584153	93585497	93585631
602	"gene-Klhl15"	"Klhl15"	chrNC_000086.8	+	93296020	93296732	93278535	93279026	93315961	93317121
603	"gene-Eif2s3x"	"Eif2s3x"	chrNC_000086.8	-	93239877	93240050	93232314	93234528	93240893	93241063
604	"gene-Eif2s3x"	"Eif2s3x"	chrNC_000086.8	-	93239877	93240050	93232314	93234528	93243319	93243464
605	"gene-Eif2s3x"	"Eif2s3x"	chrNC_000086.8	-	93240893	93241063	93232314	93234528	93243319	93243464
606	"gene-Eif2s3x"	"Eif2s3x"	chrNC_000086.8	-	93240893	93241063	93239877	93240050	93243319	93243464
607	"gene-Eif2s3x"	"Eif2s3x"	chrNC_000086.8	-	93243319	93243464	93240893	93241063	93244495	93244590
608	"gene-Eif2s3x"	"Eif2s3x"	chrNC_000086.8	-	93244495	93244590	93240893	93241063	93246419	93246554
609	"gene-Zfx"	"Zfx"	chrNC_000086.8	-	93124325	93124466	93118236	93123585	93124942	93125092
612	"gene-Zfx"	"Zfx"	chrNC_000086.8	-	93145896	93145986	93141779	93142458	93167210	93167343
619	"gene-Pdk3"	"Pdk3"	chrNC_000086.8	-	92820914	92821028	92812494	92812634	92825072	92825183
620	"gene-Pdk3"	"Pdk3"	chrNC_000086.8	-	92832499	92832577	92827385	92827462	92843719	92843809
621	"gene-Pdk3"	"Pdk3"	chrNC_000086.8	-	92857532	92857674	92852476	92852548	92875452	92875756
624	"gene-Pola1"	"Pola1"	chrNC_000086.8	-	92464172	92464289	92419196	92419290	92504974	92505106
628	"gene-Pola1"	"Pola1"	chrNC_000086.8	-	92648012	92648105	92647515	92647603	92648956	92649019
629	"gene-Arx"	"Arx"	chrNC_000086.8	+	92335467	92335513	92332148	92333031	92340768	92341963
630	"gene-Arx"	"Arx"	chrNC_000086.8	+	92338215	92338544	92335467	92335513	92340768	92341963
634	"gene-Gk"	"Gk"	chrNC_000086.8	-	84804939	84805013	84804180	84804287	84820031	84820420
635	"gene-Tmem47"	"Tmem47"	chrNC_000086.8	+	80127896	80128037	80114249	80114766	80138057	80141481
636	"gene-Cfap47"	"Cfap47"	chrNC_000086.8	-	78347850	78348010	78346358	78346453	78357260	78357359
637	"gene-Cfap47"	"Cfap47"	chrNC_000086.8	-	78362651	78362808	78357260	78357359	78363827	78363932
639	"gene-Cfap47"	"Cfap47"	chrNC_000086.8	-	78534724	78534917	78534536	78534633	78537283	78537436
641	"gene-Prkx"	"Prkx"	chrNC_000086.8	-	76808954	76809012	76808178	76808256	76816721	76816841
649	"gene-Prkx"	"Prkx"	chrNC_000086.8	-	76829733	76829902	76825643	76825907	76839153	76839545
650	"gene-Mpp1"	"Mpp1"	chrNC_000086.8	-	74167501	74167587	74165040	74165109	74168976	74169055
653	"gene-Dkc1"	"Dkc1"	chrNC_000086.8	+	74143635	74143700	74142368	74142553	74144038	74144165
654	"gene-Dkc1"	"Dkc1"	chrNC_000086.8	+	74146027	74146171	74144595	74144726	74147945	74148066
655	"gene-Gab3"	"Gab3"	chrNC_000086.8	-	74068383	74068862	74048921	74048977	74069594	74069811
656	"gene-G6pdx"	"G6pdx"	chrNC_000086.8	-	73454362	73454598	73454188	73454265	73454863	73455050
659	"gene-Ikbkg"	"Ikbkg"	chrNC_000086.8	+	73483480	73483556	73482512	73482665	73486950	73487094
660	"gene-Fam3a"	"Fam3a"	chrNC_000086.8	-	73431043	73431102	73430639	73430690	73434079	73434103
661	"gene-Fam3a"	"Fam3a"	chrNC_000086.8	-	73431233	73431357	73431043	73431102	73434079	73434103
662	"gene-Fam3a"	"Fam3a"	chrNC_000086.8	-	73431233	73431412	73431043	73431102	73434079	73434103
668	"gene-Gdi1"	"Gdi1"	chrNC_000086.8	+	73350708	73350843	73350450	73350550	73351277	73351476
669	"gene-Gdi1"	"Gdi1"	chrNC_000086.8	+	73353995	73354140	73353568	73353740	73354243	73354298
670	"gene-Gdi1"	"Gdi1"	chrNC_000086.8	+	73354243	73354298	73353568	73353740	73354392	73355473
672	"gene-Dnase1l1"	"Dnase1l1"	chrNC_000086.8	-	73317383	73317632	73316822	73317297	73320644	73320948
675	"gene-Dnase1l1"	"Dnase1l1"	chrNC_000086.8	-	73317973	73318074	73317208	73317297	73320644	73320948
677	"gene-Dnase1l1"	"Dnase1l1"	chrNC_000086.8	-	73320251	73320340	73317973	73318074	73320644	73320948
681	"gene-Irak1"	"Irak1"	chrNC_000086.8	-	73060735	73061117	73060153	73060303	73061735	73061972
683	"gene-Irak1"	"Irak1"	chrNC_000086.8	-	73063933	73064141	73063505	73063571	73064548	73064667
684	"gene-Irak1"	"Irak1"	chrNC_000086.8	-	73065454	73065569	73064548	73064667	73065790	73065855
685	"gene-Irak1"	"Irak1"	chrNC_000086.8	-	73065790	73065855	73064548	73064667	73066078	73066267
686	"gene-Irak1"	"Irak1"	chrNC_000086.8	-	73065790	73065855	73064548	73064667	73066454	73066558
687	"gene-Irak1"	"Irak1"	chrNC_000086.8	-	73066078	73066267	73064548	73064667	73066454	73066558
688	"gene-Irak1"	"Irak1"	chrNC_000086.8	-	73066078	73066267	73065790	73065855	73066454	73066558
689	"gene-Irak1"	"Irak1"	chrNC_000086.8	-	73066078	73066270	73064548	73064667	73066454	73066558
690	"gene-Irak1"	"Irak1"	chrNC_000086.8	-	73066078	73066270	73065790	73065855	73066454	73066558
691	"gene-Irak1"	"Irak1"	chrNC_000086.8	-	73066454	73066558	73066078	73066270	73066671	73066803
692	"gene-Hcfc1"	"Hcfc1"	chrNC_000086.8	-	72988251	72988315	72986399	72988083	72988738	72989039
693	"gene-Hcfc1"	"Hcfc1"	chrNC_000086.8	-	72995259	72995398	72994848	72995069	72995531	72995674
694	"gene-Renbp"	"Renbp"	chrNC_000086.8	-	72973610	72973686	72973286	72973459	72973792	72973868
697	"gene-Renbp"	"Renbp"	chrNC_000086.8	-	72973792	72973868	72973286	72973459	72974013	72974123
702	"gene-Pdzd4"	"Pdzd4"	chrNC_000086.8	-	72839981	72840083	72839706	72839817	72867887	72868639
704	"gene-Pdzd4"	"Pdzd4"	chrNC_000086.8	-	72840435	72840498	72839981	72840083	72842363	72842454
706	"gene-Pdzd4"	"Pdzd4"	chrNC_000086.8	-	72841799	72841898	72839981	72840083	72842363	72842454
708	"gene-Pdzd4"	"Pdzd4"	chrNC_000086.8	-	72841799	72841898	72840435	72840498	72842363	72842454
709	"gene-Pdzd4"	"Pdzd4"	chrNC_000086.8	-	72841799	72841898	72840435	72840498	72843439	72843693
711	"gene-Pdzd4"	"Pdzd4"	chrNC_000086.8	-	72842363	72842454	72839981	72840083	72867887	72868146
712	"gene-Pdzd4"	"Pdzd4"	chrNC_000086.8	-	72842363	72842454	72840435	72840498	72843439	72843693
713	"gene-Pdzd4"	"Pdzd4"	chrNC_000086.8	-	72842363	72842454	72840435	72840498	72867887	72868146
714	"gene-Pdzd4"	"Pdzd4"	chrNC_000086.8	-	72842363	72842454	72841799	72841898	72843439	72843693
716	"gene-Pdzd4"	"Pdzd4"	chrNC_000086.8	-	72843439	72843693	72840435	72840498	72867887	72868575
717	"gene-Pdzd4"	"Pdzd4"	chrNC_000086.8	-	72843439	72843693	72841799	72841898	72867887	72868575
720	"gene-Ssr4"	"Ssr4"	chrNC_000086.8	+	72833636	72833726	72833405	72833480	72833964	72834030
721	"gene-Ssr4"	"Ssr4"	chrNC_000086.8	+	72833950	72834030	72833636	72833726	72834259	72834432
722	"gene-Ssr4"	"Ssr4"	chrNC_000086.8	+	72833964	72834030	72833636	72833726	72834259	72834432
726	"gene-Idh3g"	"Idh3g"	chrNC_000086.8	-	72825611	72825709	72825282	72825395	72825903	72825915
728	"gene-Idh3g"	"Idh3g"	chrNC_000086.8	-	72825903	72825915	72825282	72825395	72826280	72826322
731	"gene-Abcd1"	"Abcd1"	chrNC_000086.8	+	72772814	72772983	72772589	72772732	72774399	72774494
732	"gene-Abcd1"	"Abcd1"	chrNC_000086.8	+	72777614	72777760	72774399	72774494	72778067	72778213
733	"gene-Abcd1"	"Abcd1"	chrNC_000086.8	+	72777614	72777760	72774399	72774494	72780395	72780480
734	"gene-Abcd1"	"Abcd1"	chrNC_000086.8	+	72778067	72778213	72774399	72774494	72780395	72780480
735	"gene-Abcd1"	"Abcd1"	chrNC_000086.8	+	72778067	72778213	72777614	72777760	72780395	72780480
736	"gene-Bcap31"	"Bcap31"	chrNC_000086.8	-	72756050	72756151	72750181	72750750	72758398	72758534
737	"gene-Bcap31"	"Bcap31"	chrNC_000086.8	-	72758398	72758534	72750181	72750750	72759937	72760067
738	"gene-Pnck"	"Pnck"	chrNC_000086.8	-	72700275	72700420	72699597	72699992	72700517	72700605
739	"gene-Pnck"	"Pnck"	chrNC_000086.8	-	72700836	72700949	72700676	72700755	72701043	72701119
740	"gene-Pnck"	"Pnck"	chrNC_000086.8	-	72700836	72700949	72700676	72700755	72701325	72701449
741	"gene-Pnck"	"Pnck"	chrNC_000086.8	-	72700836	72701119	72700676	72700755	72701325	72701449
742	"gene-Pnck"	"Pnck"	chrNC_000086.8	-	72701043	72701119	72700676	72700755	72701325	72701449
744	"gene-Pnck"	"Pnck"	chrNC_000086.8	-	72702785	72702855	72702293	72702425	72703272	72703460
745	"gene-Pnck"	"Pnck"	chrNC_000086.8	-	72702785	72702855	72702293	72702425	72703332	72703460
747	"gene-Haus7"	"Haus7"	chrNC_000086.8	-	72489415	72489530	72480920	72481171	72496604	72496666
748	"gene-Haus7"	"Haus7"	chrNC_000086.8	-	72489415	72489530	72480920	72481171	72498472	72498540
749	"gene-Haus7"	"Haus7"	chrNC_000086.8	-	72490533	72490743	72489415	72489530	72496604	72496666
750	"gene-Haus7"	"Haus7"	chrNC_000086.8	-	72492416	72492508	72491797	72491956	72496604	72496666
751	"gene-Haus7"	"Haus7"	chrNC_000086.8	-	72496604	72496666	72480920	72481171	72498472	72498540
752	"gene-Haus7"	"Haus7"	chrNC_000086.8	-	72496604	72496666	72489415	72489530	72498472	72498540
753	"gene-Haus7"	"Haus7"	chrNC_000086.8	-	72496604	72496666	72492416	72492508	72498472	72498540
772	"gene-Cnga2"	"Cnga2"	chrNC_000086.8	+	71045058	71045193	71035454	71035797	71046875	71047011
774	"gene-Prrg3"	"Prrg3"	chrNC_000086.8	+	71010107	71010268	71009420	71009458	71010662	71016328
779	"gene-Mtmr1"	"Mtmr1"	chrNC_000086.8	+	70413404	70413510	70408331	70408678	70426805	70426881
780	"gene-Mtmr1"	"Mtmr1"	chrNC_000086.8	+	70420492	70420516	70413404	70413510	70422395	70422497
785	"gene-Mtmr1"	"Mtmr1"	chrNC_000086.8	+	70422395	70422497	70413422	70413510	70422619	70422673
786	"gene-Mtmr1"	"Mtmr1"	chrNC_000086.8	+	70422395	70422497	70413422	70413510	70423327	70423603
787	"gene-Mtmr1"	"Mtmr1"	chrNC_000086.8	+	70422395	70422497	70413422	70413510	70426805	70426881
788	"gene-Mtmr1"	"Mtmr1"	chrNC_000086.8	+	70422395	70422497	70420492	70420516	70422619	70422673
789	"gene-Mtmr1"	"Mtmr1"	chrNC_000086.8	+	70422395	70422497	70420492	70420516	70426805	70426881
796	"gene-Mtmr1"	"Mtmr1"	chrNC_000086.8	+	70422619	70422673	70422395	70422497	70426805	70426881
798	"gene-Mtmr1"	"Mtmr1"	chrNC_000086.8	+	70423327	70423603	70422395	70422497	70426805	70426881
799	"gene-Mtmr1"	"Mtmr1"	chrNC_000086.8	+	70436121	70436205	70435295	70435397	70444146	70444332
801	"gene-Mtmr1"	"Mtmr1"	chrNC_000086.8	+	70437882	70438071	70436121	70436205	70444146	70444332
803	"gene-Ids"	"Ids"	chrNC_000086.8	-	69404648	69404737	69403554	69403755	69406582	69406760
804	"gene-Ids"	"Ids"	chrNC_000086.8	-	69406582	69406760	69404648	69404737	69407407	69407544
805	"gene-Ids"	"Ids"	chrNC_000086.8	-	69406582	69406760	69404648	69404737	69416830	69417029
806	"gene-Ids"	"Ids"	chrNC_000086.8	-	69407407	69407544	69404648	69404737	69416830	69417029
808	"gene-Ids"	"Ids"	chrNC_000086.8	-	69408400	69408788	69407407	69407544	69409185	69409245
811	"gene-Ids"	"Ids"	chrNC_000086.8	-	69409185	69409245	69408400	69408788	69416830	69417029
813	"gene-Fmr1"	"Fmr1"	chrNC_000086.8	+	67738619	67738691	67735106	67735200	67739094	67739243
815	"gene-Fmr1"	"Fmr1"	chrNC_000086.8	+	67754189	67754385	67751647	67751734	67755911	67756019
816	"gene-Kars1"	"Kars1"	chrNC_000074.7	-	112728115	112728241	112726701	112726821	112728332	112728519
817	"gene-Kars1"	"Kars1"	chrNC_000074.7	-	112732263	112732420	112729906	112730072	112734838	112735018
818	"gene-Kars1"	"Kars1"	chrNC_000074.7	-	112732263	112732420	112729906	112730072	112737841	112737986
819	"gene-Kars1"	"Kars1"	chrNC_000074.7	-	112734838	112735018	112729906	112730072	112737841	112737986
820	"gene-Kars1"	"Kars1"	chrNC_000074.7	-	112734838	112735018	112732263	112732420	112736853	112736912
824	"gene-Kars1"	"Kars1"	chrNC_000074.7	-	112736853	112736912	112732263	112732420	112737841	112737986
829	"gene-Adat1"	"Adat1"	chrNC_000074.7	-	112708793	112709397	112697496	112698823	112713753	112713884
830	"gene-Cln5"	"Cln5"	chrNC_000080.7	+	103310622	103310848	103309069	103309235	103313263	103315064
831	"gene-Glg1"	"Glg1"	chrNC_000074.7	-	111896119	111896237	111895292	111895385	111897861	111897950
832	"gene-Glg1"	"Glg1"	chrNC_000074.7	-	111909162	111909284	111907566	111907668	111914345	111914560
833	"gene-Glg1"	"Glg1"	chrNC_000074.7	-	111926767	111926854	111924224	111924440	111928157	111928190
834	"gene-Pdpr"	"Pdpr"	chrNC_000074.7	+	111839133	111839215	111830535	111830669	111841373	111841495
835	"gene-Pdpr"	"Pdpr"	chrNC_000074.7	+	111839318	111839482	111839133	111839215	111841373	111841495
837	"gene-Ddx19a"	"Ddx19a"	chrNC_000074.7	-	111710212	111710305	111707622	111707725	111716105	111716241
839	"gene-Ddx19a"	"Ddx19a"	chrNC_000074.7	-	111716105	111716241	111710212	111710305	111717108	111717159
840	"gene-Slc35e2"	"Slc35e2"	chrNC_000070.7	+	155687076	155687345	155685872	155686195	155694295	155694776
841	"gene-Slc35e2"	"Slc35e2"	chrNC_000070.7	+	155687076	155687345	155685872	155686619	155694295	155694776
842	"gene-Slc35e2"	"Slc35e2"	chrNC_000070.7	+	155700025	155700079	155697073	155697194	155700639	155700712
843	"gene-Slc35e2"	"Slc35e2"	chrNC_000070.7	+	155700639	155700712	155700025	155700079	155702071	155702217
845	"gene-Ap1g1"	"Ap1g1"	chrNC_000074.7	+	110529578	110529782	110505214	110505594	110545549	110545674
847	"gene-Ap1g1"	"Ap1g1"	chrNC_000074.7	+	110559821	110559902	110559348	110559444	110560099	110560198
848	"gene-Ap1g1"	"Ap1g1"	chrNC_000074.7	+	110569984	110570125	110565550	110565664	110570956	110571011
849	"gene-Ap1g1"	"Ap1g1"	chrNC_000074.7	+	110577672	110577762	110576252	110576375	110580173	110580278
850	"gene-Ap1g1"	"Ap1g1"	chrNC_000074.7	+	110578331	110578459	110577672	110577762	110580173	110580278
852	"gene-Zfp821"	"Zfp821"	chrNC_000074.7	+	110436042	110436159	110432650	110433051	110444393	110444519
853	"gene-Zfp821"	"Zfp821"	chrNC_000074.7	+	110444393	110444519	110436042	110436159	110447826	110447975
854	"gene-Zfp821"	"Zfp821"	chrNC_000074.7	+	110444393	110444538	110436042	110436159	110447826	110447975
855	"gene-Zfp821"	"Zfp821"	chrNC_000074.7	+	110448292	110448490	110447826	110447975	110449518	110449685
856	"gene-Zfp821"	"Zfp821"	chrNC_000074.7	+	110448385	110448490	110447826	110447975	110449518	110449685
858	"gene-Pkd1l3"	"Pkd1l3"	chrNC_000074.7	+	110361846	110362040	110359801	110360033	110362821	110363052
