ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
243	"gene-Dtna"	"Dtna"	chrNC_000084.7	+	23766274	23768834	23766274	23766295	23768716	23768834
244	"gene-Dtna"	"Dtna"	chrNC_000084.7	+	23784572	23786434	23784572	23784705	23786385	23786434
245	"gene-Synm"	"Synm"	chrNC_000073.7	-	67379908	67386654	67379908	67383301	67384207	67386654
246	"gene-Peg3"	"Peg3"	chrNC_000073.7	-	6706890	6714730	6706890	6712235	6712265	6714730
247	"gene-Peg3"	"Peg3"	chrNC_000073.7	-	6726780	6727497	6726780	6726901	6727462	6727497
248	"gene-Peg3"	"Peg3"	chrNC_000073.7	-	6726780	6729482	6726780	6727497	6727906	6729482
249	"gene-1700025N21Rik"	"1700025N21Rik"	chrNC_000076.7	-	82954357	82955382	82954357	82954567	82955243	82955382
250	"gene-Plagl1"	"Plagl1"	chrNC_000076.7	+	13002885	13007438	13002885	13004740	13005369	13007438
251	"gene-Nisch"	"Nisch"	chrNC_000080.7	-	30904455	30907007	30904455	30904597	30906898	30907007
252	"gene-Tdrd6"	"Tdrd6"	chrNC_000083.7	-	43934997	43941190	43934997	43938867	43939446	43941190
253	"gene-Siglecg"	"Siglecg"	chrNC_000073.7	+	43060366	43060885	43060366	43060630	43060758	43060885
254	"gene-Siglecg"	"Siglecg"	chrNC_000073.7	+	43060366	43060885	43060366	43060630	43060837	43060885
255	"gene-Rnf111"	"Rnf111"	chrNC_000075.7	-	70410221	70410650	70410221	70410284	70410513	70410650
256	"gene-Snapc1"	"Snapc1"	chrNC_000078.7	+	74029251	74035836	74029251	74029353	74029490	74035836
257	"gene-Snapc1"	"Snapc1"	chrNC_000078.7	+	74029251	74035836	74029251	74029353	74030636	74035836
258	"gene-2010203P06Rik"	"2010203P06Rik"	chrNC_000079.7	+	56733462	56733797	56733462	56733571	56733693	56733797
259	"gene-Ptpn5"	"Ptpn5"	chrNC_000073.7	-	46782025	46782854	46782025	46782407	46782785	46782854
260	"gene-Ptpn5"	"Ptpn5"	chrNC_000073.7	-	46782025	46782854	46782025	46782654	46782785	46782854
261	"gene-Ptpn5"	"Ptpn5"	chrNC_000073.7	-	46782025	46783443	46782025	46782854	46783003	46783443
262	"gene-Gm20670"	"Gm20670"	chrNC_000073.7	+	63706957	63708197	63706957	63707491	63708054	63708197
263	"gene-Gm20670"	"Gm20670"	chrNC_000073.7	+	63706957	63708197	63706957	63707491	63708057	63708197
264	"gene-Gm20670"	"Gm20670"	chrNC_000073.7	+	63717729	63718544	63717729	63718198	63718229	63718544
265	"gene-Ins2"	"Ins2"	chrNC_000073.7	-	142233083	142233463	142233083	142233284	142233398	142233463
266	"gene-Ins2"	"Ins2"	chrNC_000073.7	-	142233083	142233463	142233083	142233296	142233398	142233463
267	"gene-Abcc8"	"Abcc8"	chrNC_000073.7	-	45755232	45756112	45755232	45755366	45756008	45756112
268	"gene-Abcc8"	"Abcc8"	chrNC_000073.7	-	45756661	45757638	45756661	45756740	45757507	45757638
269	"gene-Odad1"	"Odad1"	chrNC_000073.7	+	45591482	45592084	45591482	45591617	45591948	45592084
270	"gene-Odad1"	"Odad1"	chrNC_000073.7	+	45591482	45592084	45591482	45591617	45592001	45592084
271	"gene-Grin2d"	"Grin2d"	chrNC_000073.7	-	45481306	45483511	45481306	45482302	45482384	45483511
272	"gene-Grin2d"	"Grin2d"	chrNC_000073.7	-	45481306	45483511	45481306	45482303	45482388	45483511
273	"gene-Ezhip"	"Ezhip"	chrNC_000086.8	-	5993271	5995474	5993271	5994829	5995192	5995474
274	"gene-Cpt1c"	"Cpt1c"	chrNC_000073.7	-	44614507	44614990	44614507	44614690	44614794	44614990
275	"gene-Ptov1"	"Ptov1"	chrNC_000073.7	-	44512490	44512868	44512490	44512618	44512802	44512868
276	"gene-Pnkp"	"Pnkp"	chrNC_000073.7	+	44506545	44506978	44506545	44506676	44506818	44506978
277	"gene-Pnkp"	"Pnkp"	chrNC_000073.7	+	44506569	44506978	44506569	44506726	44506818	44506978
278	"gene-Kcnc3"	"Kcnc3"	chrNC_000073.7	+	44250097	44250352	44250097	44250219	44250292	44250352
279	"gene-Kcnc3"	"Kcnc3"	chrNC_000073.7	+	44250097	44254175	44250097	44250219	44251292	44254175
280	"gene-Kcnc3"	"Kcnc3"	chrNC_000073.7	+	44250097	44254175	44250097	44250352	44251292	44254175
281	"gene-1700016C19Rik"	"1700016C19Rik"	chrNC_000071.7	+	113502281	113502742	113502281	113502345	113502488	113502742
282	"gene-1700016C19Rik"	"1700016C19Rik"	chrNC_000071.7	+	113502281	113502742	113502281	113502345	113502492	113502742
283	"gene-Emc10"	"Emc10"	chrNC_000073.7	-	44139546	44140791	44139546	44140394	44140586	44140791
284	"gene-LOC118567558"	"LOC118567558"	chrNC_000074.7	-	92351739	92352434	92351739	92351958	92352367	92352434
285	"gene-LOC118567558"	"LOC118567558"	chrNC_000074.7	-	92351739	92353010	92351739	92352434	92352601	92353010
286	"gene-LOC118567558"	"LOC118567558"	chrNC_000074.7	-	92351739	92353010	92351739	92352437	92352601	92353010
287	"gene-Capn7"	"Capn7"	chrNC_000080.7	+	31082081	31083202	31082081	31082202	31082987	31083202
288	"gene-Ints3"	"Ints3"	chrNC_000069.7	-	90298690	90299412	90298690	90299218	90299299	90299412
289	"gene-Klk1b21"	"Klk1b21"	chrNC_000073.7	+	43754912	43755432	43754912	43755199	43755295	43755432
290	"gene-Lkaaear1"	"Lkaaear1"	chrNC_000068.8	-	181338585	181338920	181338585	181338722	181338797	181338920
291	"gene-Lkaaear1"	"Lkaaear1"	chrNC_000068.8	-	181338585	181338920	181338585	181338737	181338797	181338920
292	"gene-Gm51898"	"Gm51898"	chrNC_000077.7	-	58125681	58129257	58125681	58126998	58129205	58129257
293	"gene-Gm51898"	"Gm51898"	chrNC_000077.7	-	58125681	58129257	58125681	58129069	58129205	58129257
294	"gene-AI987944"	"AI987944"	chrNC_000073.7	-	41022346	41024798	41022346	41023394	41024490	41024798
295	"gene-AI987944"	"AI987944"	chrNC_000073.7	-	41022346	41024798	41022346	41023468	41024490	41024798
296	"gene-Zeb2"	"Zeb2"	chrNC_000068.8	-	45000027	45000372	45000027	45000169	45000359	45000372
297	"gene-Gm51476"	"Gm51476"	chrNC_000073.7	-	35056629	35058625	35056629	35058208	35058500	35058625
298	"gene-Gm30771"	"Gm30771"	chrNC_000073.7	+	37790718	37791906	37790718	37790790	37790882	37791906
299	"gene-Gm31045"	"Gm31045"	chrNC_000074.7	-	25973169	25973816	25973169	25973248	25973473	25973816
300	"gene-Zfp536"	"Zfp536"	chrNC_000073.7	-	37469020	37470280	37469020	37469061	37470009	37470280
301	"gene-Zfp536"	"Zfp536"	chrNC_000073.7	-	37469020	37470280	37469020	37469061	37470064	37470280
302	"gene-Egflam"	"Egflam"	chrNC_000081.7	-	7427468	7428203	7427468	7427515	7427921	7428203
303	"gene-Egflam"	"Egflam"	chrNC_000081.7	-	7427468	7428203	7427468	7427515	7428006	7428203
304	"gene-Egflam"	"Egflam"	chrNC_000081.7	-	7427468	7428203	7427468	7427515	7428161	7428203
305	"gene-Egflam"	"Egflam"	chrNC_000081.7	-	7427468	7428203	7427468	7427871	7428161	7428203
306	"gene-Slc7a9"	"Slc7a9"	chrNC_000073.7	+	35148603	35148879	35148603	35148627	35148773	35148879
307	"gene-Gm35665"	"Gm35665"	chrNC_000073.7	-	34834085	34835394	34834085	34835011	34835161	34835394
308	"gene-Gm36862"	"Gm36862"	chrNC_000078.7	+	17613526	17615025	17613526	17613685	17613959	17615025
309	"gene-Tmem253"	"Tmem253"	chrNC_000080.7	+	52252724	52254129	52252724	52253443	52254033	52254129
310	"gene-Gramd1a"	"Gramd1a"	chrNC_000073.7	-	30833838	30835164	30833838	30833942	30834950	30835164
311	"gene-Gramd1a"	"Gramd1a"	chrNC_000073.7	-	30833838	30835164	30833838	30833942	30835021	30835164
312	"gene-Gm31213"	"Gm31213"	chrNC_000073.7	-	78601496	78604244	78601496	78601699	78603592	78604244
313	"gene-Ppp2r5b"	"Ppp2r5b"	chrNC_000085.7	-	6285541	6286294	6285541	6286118	6286277	6286294
314	"gene-Arhgap33"	"Arhgap33"	chrNC_000073.7	-	30225771	30226388	30225771	30225925	30226176	30226388
315	"gene-Prodh2"	"Prodh2"	chrNC_000073.7	+	30193356	30193775	30193356	30193553	30193636	30193775
316	"gene-Gm39404"	"Gm39404"	chrNC_000075.7	+	94466863	94472104	94466863	94469506	94472040	94472104
317	"gene-Gm39404"	"Gm39404"	chrNC_000075.7	+	94466863	94474615	94466863	94472104	94474385	94474615
318	"gene-Rasgrp4"	"Rasgrp4"	chrNC_000073.7	+	28834527	28837150	28834527	28834940	28836965	28837150
319	"gene-Rasgrp4"	"Rasgrp4"	chrNC_000073.7	+	28848411	28849260	28848411	28848556	28849223	28849260
320	"gene-Rasgrp4"	"Rasgrp4"	chrNC_000073.7	+	28848411	28849260	28848411	28848571	28849223	28849260
321	"gene-Actn4"	"Actn4"	chrNC_000073.7	-	28594545	28594937	28594545	28594611	28594856	28594937
322	"gene-Actn4"	"Actn4"	chrNC_000073.7	-	28609327	28611000	28609327	28609413	28610914	28611000
323	"gene-Mrps12"	"Mrps12"	chrNC_000073.7	-	28440911	28441246	28440911	28440979	28441189	28441246
324	"gene-Mrps12"	"Mrps12"	chrNC_000073.7	-	28440911	28441246	28440911	28440979	28441229	28441246
325	"gene-Fbxo17"	"Fbxo17"	chrNC_000073.7	+	28436763	28437569	28436763	28436971	28437086	28437569
326	"gene-Fbxo17"	"Fbxo17"	chrNC_000073.7	+	28436763	28437569	28436763	28436971	28437089	28437569
327	"gene-Eapp"	"Eapp"	chrNC_000078.7	-	54717124	54720635	54717124	54717855	54720355	54720635
328	"gene-Prx"	"Prx"	chrNC_000073.7	+	27214675	27219466	27214675	27214872	27215464	27219466
329	"gene-Prx"	"Prx"	chrNC_000073.7	+	27215464	27219466	27215464	27216604	27216682	27219466
330	"gene-Kalrn"	"Kalrn"	chrNC_000082.7	-	34309049	34312641	34309049	34309114	34309745	34312641
331	"gene-Gm33937"	"Gm33937"	chrNC_000077.7	+	87193170	87249696	87193170	87248719	87248851	87249696
332	"gene-Gm33937"	"Gm33937"	chrNC_000077.7	+	87250989	87252570	87250989	87251094	87251459	87252570
333	"gene-Muc5ac"	"Muc5ac"	chrNC_000073.7	+	141360684	141364548	141360684	141362409	141362505	141364548
334	"gene-B3gnt8"	"B3gnt8"	chrNC_000073.7	+	25327048	25328915	25327048	25327147	25327539	25328915
335	"gene-Tmem145"	"Tmem145"	chrNC_000073.7	+	25008187	25008497	25008187	25008266	25008403	25008497
336	"gene-Tmem145"	"Tmem145"	chrNC_000073.7	+	25014123	25015621	25014123	25014330	25014821	25015621
337	"gene-Pafah1b3"	"Pafah1b3"	chrNC_000073.7	-	24996796	24997377	24996796	24996895	24997267	24997377
338	"gene-Atp1a3"	"Atp1a3"	chrNC_000073.7	-	24677591	24678430	24677591	24678001	24678338	24678430
339	"gene-Magt1"	"Magt1"	chrNC_000086.8	-	105011689	105015085	105011689	105014632	105015041	105015085
340	"gene-Cacnb4"	"Cacnb4"	chrNC_000068.8	-	52355609	52355925	52355609	52355690	52355905	52355925
341	"gene-Fosb"	"Fosb"	chrNC_000073.7	-	19036620	19039227	19036620	19038931	19039071	19039227
342	"gene-Dmpk"	"Dmpk"	chrNC_000073.7	+	18821925	18822189	18821925	18822034	18822112	18822189
343	"gene-Cep131"	"Cep131"	chrNC_000077.7	-	119955610	119956377	119955610	119955671	119956213	119956377
344	"gene-Ccdc34"	"Ccdc34"	chrNC_000068.8	+	109867749	109868621	109867749	109867879	109868424	109868621
345	"gene-Ccdc34"	"Ccdc34"	chrNC_000068.8	+	109870918	109871747	109870918	109871077	109871562	109871747
346	"gene-Ccdc34"	"Ccdc34"	chrNC_000068.8	+	109870918	109871747	109870918	109871077	109871605	109871747
347	"gene-Rps6kb1"	"Rps6kb1"	chrNC_000077.7	-	86407569	86408075	86407569	86407813	86407976	86408075
348	"gene-Rps6kb1"	"Rps6kb1"	chrNC_000077.7	-	86407569	86408075	86407569	86407813	86408058	86408075
349	"gene-Gm39642"	"Gm39642"	chrNC_000067.7	-	55541200	55544430	55541200	55541371	55541743	55544430
350	"gene-Gm39642"	"Gm39642"	chrNC_000067.7	-	55541200	55544430	55541200	55541898	55544377	55544430
351	"gene-Gm39642"	"Gm39642"	chrNC_000067.7	-	55541200	55544887	55541200	55541898	55544839	55544887
352	"gene-Gm39642"	"Gm39642"	chrNC_000067.7	-	55541200	55544887	55541200	55544430	55544839	55544887
353	"gene-Aoc1"	"Aoc1"	chrNC_000072.7	+	48881919	48883710	48881919	48882024	48882121	48883710
354	"gene-Gm30049"	"Gm30049"	chrNC_000079.7	-	73080445	73083913	73080445	73083060	73083148	73083913
355	"gene-Gm30049"	"Gm30049"	chrNC_000079.7	-	73080445	73083913	73080445	73083323	73083723	73083913
356	"gene-Gm45552"	"Gm45552"	chrNC_000073.7	+	44768304	44771546	44768304	44771307	44771418	44771546
357	"gene-Gm45552"	"Gm45552"	chrNC_000073.7	+	44772128	44774190	44772128	44772411	44772486	44774190
358	"gene-Pcsk7"	"Pcsk7"	chrNC_000075.7	+	45817748	45819949	45817748	45818337	45819825	45819949
359	"gene-Zfp865"	"Zfp865"	chrNC_000073.7	+	5031617	5035583	5031617	5031649	5031989	5035583
360	"gene-Zfp628"	"Zfp628"	chrNC_000073.7	+	4921774	4925001	4921774	4921951	4922097	4925001
361	"gene-Gm31862"	"Gm31862"	chrNC_000077.7	+	98668543	98671975	98668543	98668618	98668771	98671975
362	"gene-Gm9567"	"Gm9567"	chrNC_000073.7	-	3436829	3438772	3436829	3436876	3437692	3438772
363	"gene-Gm9567"	"Gm9567"	chrNC_000073.7	-	3437692	3438772	3437692	3438193	3438277	3438772
364	"gene-Gm39212"	"Gm39212"	chrNC_000074.7	-	85358197	85359831	85358197	85358588	85359668	85359831
365	"gene-Etfbkmt"	"Etfbkmt"	chrNC_000072.7	+	149045531	149048786	149045531	149045940	149048655	149048786
366	"gene-Etfbkmt"	"Etfbkmt"	chrNC_000072.7	+	149051839	149052669	149051839	149051929	149052006	149052669
367	"gene-Cyp1b1"	"Cyp1b1"	chrNC_000083.7	-	80014368	80018110	80014368	80015930	80017739	80018110
368	"gene-Gm53273"	"Gm53273"	chrNC_000072.7	+	146056449	146057444	146056449	146056966	146057312	146057444
369	"gene-Irag2"	"Irag2"	chrNC_000072.7	+	145083185	145083812	145083185	145083333	145083771	145083812
370	"gene-Celsr3"	"Celsr3"	chrNC_000075.7	+	108723518	108724065	108723518	108723628	108723906	108724065
371	"gene-Gm19708"	"Gm19708"	chrNC_000069.7	+	137649523	137653557	137649523	137652618	137653436	137653557
372	"gene-Aebp2"	"Aebp2"	chrNC_000072.7	+	140596481	140601207	140596481	140596508	140597041	140601207
373	"gene-Aebp2"	"Aebp2"	chrNC_000072.7	+	140596481	140601207	140596481	140596508	140599483	140601207
374	"gene-Prkab1"	"Prkab1"	chrNC_000071.7	-	116162149	116162449	116162149	116162318	116162423	116162449
375	"gene-Lmo3"	"Lmo3"	chrNC_000072.7	-	138399438	138399886	138399438	138399504	138399633	138399886
376	"gene-Lmo3"	"Lmo3"	chrNC_000072.7	-	138399438	138399886	138399438	138399504	138399726	138399886
377	"gene-Smug1"	"Smug1"	chrNC_000081.7	-	103071698	103073138	103071698	103071864	103072962	103073138
378	"gene-Gm5965"	"Gm5965"	chrNC_000082.7	+	88574744	88575434	88574744	88574936	88575059	88575434
379	"gene-Trim15"	"Trim15"	chrNC_000083.7	-	37171581	37173251	37171581	37172388	37173218	37173251
380	"gene-Trim15"	"Trim15"	chrNC_000083.7	-	37173218	37173790	37173218	37173251	37173674	37173790
381	"gene-Trak2"	"Trak2"	chrNC_000067.7	-	58985405	58985694	58985405	58985508	58985564	58985694
382	"gene-Ifi44"	"Ifi44"	chrNC_000069.7	-	151454781	151455281	151454781	151454886	151455136	151455281
383	"gene-2610027F03Rik"	"2610027F03Rik"	chrNC_000067.7	+	120613143	120616503	120613143	120614803	120616329	120616503
384	"gene-Pgpep1l"	"Pgpep1l"	chrNC_000073.7	-	67881153	67887616	67881153	67886870	67887389	67887616
385	"gene-Cpne9"	"Cpne9"	chrNC_000072.7	+	113260156	113260414	113260156	113260203	113260310	113260414
386	"gene-Fcrl6"	"Fcrl6"	chrNC_000067.7	-	172423080	172425381	172423080	172425267	172425349	172425381
387	"gene-Klra3"	"Klra3"	chrNC_000072.7	-	130300251	130300702	130300251	130300468	130300546	130300702
388	"gene-Nfatc4"	"Nfatc4"	chrNC_000080.7	+	56069679	56071400	56069679	56070261	56071013	56071400
389	"gene-Frmd5"	"Frmd5"	chrNC_000068.8	-	121376009	121378504	121376009	121378129	121378452	121378504
390	"gene-Frmd5"	"Frmd5"	chrNC_000068.8	-	121376009	121378504	121376009	121378378	121378452	121378504
391	"gene-Frmd5"	"Frmd5"	chrNC_000068.8	-	121376009	121379713	121376009	121378129	121379369	121379713
392	"gene-Frmd5"	"Frmd5"	chrNC_000068.8	-	121376009	121379713	121376009	121378504	121379369	121379713
393	"gene-Frmd5"	"Frmd5"	chrNC_000068.8	-	121376009	121379713	121376009	121379190	121379369	121379713
394	"gene-Gm36235"	"Gm36235"	chrNC_000078.7	-	16051360	16052065	16051360	16051562	16052005	16052065
395	"gene-Tulp3"	"Tulp3"	chrNC_000072.7	-	128301942	128302483	128301942	128302041	128302386	128302483
396	"gene-Tulp3"	"Tulp3"	chrNC_000072.7	-	128302386	128302954	128302386	128302483	128302839	128302954
397	"gene-Prom1"	"Prom1"	chrNC_000071.7	-	44158784	44159243	44158784	44158890	44159127	44159243
398	"gene-Gm33581"	"Gm33581"	chrNC_000072.7	+	126692946	126701296	126692946	126695741	126701202	126701296
399	"gene-Gm33581"	"Gm33581"	chrNC_000072.7	+	126692946	126701296	126692946	126695948	126701202	126701296
400	"gene-Gm38899"	"Gm38899"	chrNC_000072.7	-	126465131	126468417	126465131	126465243	126468239	126468417
401	"gene-Mdp1"	"Mdp1"	chrNC_000080.7	-	55897444	55897685	55897444	55897555	55897624	55897685
402	"gene-Peak1os"	"Peak1os"	chrNC_000075.7	+	56148627	56150325	56148627	56149730	56150069	56150325
403	"gene-Peak1os"	"Peak1os"	chrNC_000075.7	+	56148627	56150325	56148627	56149948	56150069	56150325
404	"gene-Peak1os"	"Peak1os"	chrNC_000075.7	+	56150408	56157053	56150408	56150577	56150972	56157053
405	"gene-Peak1os"	"Peak1os"	chrNC_000075.7	+	56150408	56152313	56150408	56150577	56152030	56152313
406	"gene-Peak1os"	"Peak1os"	chrNC_000075.7	+	56150408	56157053	56150408	56150577	56156957	56157053
407	"gene-Peak1os"	"Peak1os"	chrNC_000075.7	+	56150408	56157053	56150408	56152313	56156957	56157053
408	"gene-Trim41"	"Trim41"	chrNC_000077.7	-	48697229	48698673	48697229	48698402	48698497	48698673
409	"gene-Runx2"	"Runx2"	chrNC_000083.7	-	45125055	45125518	45125055	45125179	45125343	45125518
410	"gene-Runx2"	"Runx2"	chrNC_000083.7	-	45125055	45125518	45125055	45125179	45125376	45125518
411	"gene-Zfp429"	"Zfp429"	chrNC_000079.7	-	67545381	67545682	67545381	67545489	67545583	67545682
412	"gene-Mmp23"	"Mmp23"	chrNC_000070.7	-	155736678	155737042	155736678	155736818	155736905	155737042
413	"gene-Mmp23"	"Mmp23"	chrNC_000070.7	-	155737484	155738979	155737484	155737900	155738078	155738979
414	"gene-Gm38851"	"Gm38851"	chrNC_000072.7	+	87200112	87202052	87200112	87201155	87201868	87202052
415	"gene-Iqsec3"	"Iqsec3"	chrNC_000072.7	-	121349885	121356868	121349885	121353473	121355918	121356868
416	"gene-Iqsec3"	"Iqsec3"	chrNC_000072.7	-	121349885	121356868	121349885	121353490	121355918	121356868
417	"gene-Cecr2"	"Cecr2"	chrNC_000072.7	+	120734775	120735592	120734775	120734922	120735486	120735592
418	"gene-Kdm5a"	"Kdm5a"	chrNC_000072.7	+	120405178	120407241	120405178	120405338	120407020	120407241
419	"gene-Rad52"	"Rad52"	chrNC_000072.7	+	119895547	119896038	119895547	119895747	119895886	119896038
420	"gene-Rad52"	"Rad52"	chrNC_000072.7	+	119895547	119896038	119895547	119895747	119895889	119896038
421	"gene-Il3ra"	"Il3ra"	chrNC_000080.7	-	8119495	8119915	8119495	8119728	8119828	8119915
422	"gene-Gm52874"	"Gm52874"	chrNC_000072.7	-	119289921	119290860	119289921	119290169	119290705	119290860
423	"gene-Bms1"	"Bms1"	chrNC_000072.7	-	118369504	118369952	118369504	118369615	118369763	118369952
424	"gene-Bms1"	"Bms1"	chrNC_000072.7	-	118369504	118369952	118369504	118369685	118369763	118369952
425	"gene-Rhbdd3"	"Rhbdd3"	chrNC_000077.7	+	5055432	5056098	5055432	5055717	5055799	5056098
426	"gene-Atxn2l"	"Atxn2l"	chrNC_000073.7	-	126090879	126091780	126090879	126091387	126091620	126091780
427	"gene-Atxn2l"	"Atxn2l"	chrNC_000073.7	-	126090879	126092173	126090879	126091387	126091929	126092173
428	"gene-Atxn2l"	"Atxn2l"	chrNC_000073.7	-	126090879	126092173	126090879	126091780	126091929	126092173
429	"gene-Atxn2l"	"Atxn2l"	chrNC_000073.7	-	126090879	126092173	126090879	126091387	126091983	126092173
430	"gene-Atxn2l"	"Atxn2l"	chrNC_000073.7	-	126090879	126092173	126090879	126091780	126091983	126092173
431	"gene-Gm38882"	"Gm38882"	chrNC_000072.7	+	117860941	117861556	117860941	117861272	117861430	117861556
432	"gene-Zfp239"	"Zfp239"	chrNC_000072.7	+	117843355	117844000	117843355	117843535	117843781	117844000
433	"gene-Gm36788"	"Gm36788"	chrNC_000072.7	-	116748673	116750860	116748673	116750061	116750731	116750860
434	"gene-Pkn1"	"Pkn1"	chrNC_000074.7	-	84400109	84400339	84400109	84400185	84400259	84400339
435	"gene-Gm38878"	"Gm38878"	chrNC_000072.7	-	115297923	115298819	115297923	115298357	115298541	115298819
436	"gene-Gm35394"	"Gm35394"	chrNC_000071.7	+	99418408	99422748	99418408	99422426	99422535	99422748
437	"gene-Gm35394"	"Gm35394"	chrNC_000071.7	+	99418408	99422748	99418408	99422426	99422538	99422748
438	"gene-Gm17250"	"Gm17250"	chrNC_000068.8	-	71564853	71568486	71564853	71567830	71567973	71568486
439	"gene-Gm17250"	"Gm17250"	chrNC_000068.8	-	71577847	71579276	71577847	71578007	71579212	71579276
440	"gene-Gm17250"	"Gm17250"	chrNC_000068.8	-	71577847	71579276	71577847	71578239	71579212	71579276
441	"gene-Fancd2os"	"Fancd2os"	chrNC_000072.7	-	113573721	113575012	113573721	113574313	113574433	113575012
442	"gene-Rad18"	"Rad18"	chrNC_000072.7	-	112626555	112626798	112626555	112626663	112626699	112626798
443	"gene-Rpe65"	"Rpe65"	chrNC_000069.7	+	159328631	159330447	159328631	159328746	159330284	159330447
444	"gene-Gm34335"	"Gm34335"	chrNC_000072.7	+	101514150	101516651	101514150	101514456	101515923	101516651
445	"gene-Rprd1a"	"Rprd1a"	chrNC_000084.7	-	24618018	24621388	24618018	24620901	24621192	24621388
446	"gene-Tubgcp4"	"Tubgcp4"	chrNC_000068.8	+	121027215	121029251	121027215	121027351	121028644	121029251
447	"gene-Magi1"	"Magi1"	chrNC_000072.7	-	93652433	93657858	93652433	93655983	93657769	93657858
448	"gene-Magi1"	"Magi1"	chrNC_000072.7	-	93652433	93660071	93652433	93655983	93659932	93660071
449	"gene-Magi1"	"Magi1"	chrNC_000072.7	-	93652433	93660071	93652433	93657858	93659932	93660071
