ID	GeneID	geneSymbol	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base	2ndExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
290	"gene-Grtp1"	"Grtp1"	chrNC_000074.7	-	13229322	13229508	13229582	13229755	13226868	13227142	13236882	13236979
291	"gene-Cmbl"	"Cmbl"	chrNC_000081.7	+	31585440	31585583	31588313	31588405	31584110	31584218	31589829	31590266
292	"gene-Myo16"	"Myo16"	chrNC_000074.7	+	10322533	10322797	10365454	10365525	10203910	10204246	10372599	10372743
293	"gene-Myo16"	"Myo16"	chrNC_000074.7	+	10365454	10365525	10372599	10372743	10322533	10322797	10410984	10411093
294	"gene-Efnb2"	"Efnb2"	chrNC_000074.7	-	8673147	8673240	8689205	8689489	8672330	8672444	8710483	8711242
298	"gene-Cibar2"	"Cibar2"	chrNC_000074.7	-	120898814	120898883	120901448	120901683	120898626	120898728	120904052	120904225
299	"gene-Elavl1"	"Elavl1"	chrNC_000074.7	-	4345335	4345561	4351684	4351838	4334780	4339924	4354926	4355030
300	"gene-Elavl1"	"Elavl1"	chrNC_000074.7	-	4362556	4362614	4372702	4372832	4361598	4361786	4374885	4375104
301	"gene-Evi5l"	"Evi5l"	chrNC_000074.7	+	4241584	4241674	4243119	4243217	4241236	4241380	4243305	4243366
302	"gene-Stxbp2"	"Stxbp2"	chrNC_000074.7	+	3684019	3684123	3684474	3684623	3683847	3683926	3685445	3685530
303	"gene-Insr"	"Insr"	chrNC_000074.7	-	3209452	3209582	3211338	3211498	3208695	3208830	3211680	3211791
304	"gene-Kif21b"	"Kif21b"	chrNC_000067.7	+	136092755	136092869	136094899	136094938	136090810	136090888	136096924	136097061
305	"gene-Shank2"	"Shank2"	chrNC_000073.7	+	143960857	143960942	143961792	143961813	143959066	143959197	143963198	143965605
306	"gene-Shank2"	"Shank2"	chrNC_000073.7	+	143960857	143960942	143963198	143965605	143959066	143959197	143974295	143979780
307	"gene-Shank2"	"Shank2"	chrNC_000073.7	+	143960857	143960969	143961792	143961813	143959066	143959197	143963198	143965605
308	"gene-Shank2"	"Shank2"	chrNC_000073.7	+	143960857	143960969	143963198	143965605	143959066	143959197	143974295	143979780
310	"gene-Cnr1"	"Cnr1"	chrNC_000070.7	+	33926608	33926694	33935211	33935329	33924401	33925158	33943551	33948831
311	"gene-Cnr1"	"Cnr1"	chrNC_000070.7	+	33926608	33926694	33938029	33938137	33924401	33925158	33943551	33948831
312	"gene-Cnr1"	"Cnr1"	chrNC_000070.7	+	33935211	33935329	33938029	33938137	33924401	33925158	33943551	33948831
313	"gene-Cnr1"	"Cnr1"	chrNC_000070.7	+	33935211	33935329	33938029	33938137	33926608	33926694	33943551	33948831
314	"gene-Mrpl23"	"Mrpl23"	chrNC_000073.7	+	142088741	142088864	142089806	142089889	142086422	142086567	142091003	142091077
315	"gene-Mrpl23"	"Mrpl23"	chrNC_000073.7	+	142088741	142088864	142089806	142089889	142086887	142086931	142091003	142091077
316	"gene-Deaf1"	"Deaf1"	chrNC_000073.7	-	140881512	140881599	140887399	140887540	140877094	140877529	140890674	140890922
317	"gene-Deaf1"	"Deaf1"	chrNC_000073.7	-	140881512	140881602	140887399	140887540	140877094	140877529	140890674	140890922
318	"gene-Deaf1"	"Deaf1"	chrNC_000073.7	-	140902374	140902521	140902802	140902932	140901838	140901978	140903994	140904092
319	"gene-Luc7l"	"Luc7l"	chrNC_000083.7	+	26498306	26498336	26498934	26499102	26496519	26496608	26500598	26504480
320	"gene-Marchf5"	"Marchf5"	chrNC_000085.7	+	37188069	37188272	37194581	37194754	37184938	37185303	37197701	37197885
321	"gene-Marchf5"	"Marchf5"	chrNC_000085.7	+	37188069	37188272	37198037	37198204	37184938	37185303	37198788	37201856
322	"gene-Vps41"	"Vps41"	chrNC_000079.7	+	18907357	18907396	18923611	18923716	18901461	18901506	18929431	18929509
323	"gene-Vps41"	"Vps41"	chrNC_000079.7	+	18978496	18978562	18994601	18994721	18975756	18975819	18995736	18995883
324	"gene-Vps41"	"Vps41"	chrNC_000079.7	+	19026322	19026450	19027638	19027783	19025327	19025420	19029477	19029519
325	"gene-Vps41"	"Vps41"	chrNC_000079.7	+	19046907	19046952	19048202	19048282	19046706	19046806	19050289	19050981
332	"gene-Adgra1"	"Adgra1"	chrNC_000073.7	+	139420143	139420733	139425500	139425628	139415118	139415313	139427574	139427698
333	"gene-Glrx3"	"Glrx3"	chrNC_000073.7	+	137046707	137046816	137054425	137054500	137039301	137039500	137055141	137055343
334	"gene-Septin1"	"Septin1"	chrNC_000073.7	-	126816072	126816207	126816790	126816914	126815861	126815979	126817142	126817229
335	"gene-Inpp5f"	"Inpp5f"	chrNC_000073.7	+	128237881	128237962	128260739	128260876	128212904	128213415	128265361	128265490
336	"gene-Inpp5f"	"Inpp5f"	chrNC_000073.7	+	128292350	128292422	128293475	128293549	128286809	128287008	128293977	128294106
337	"gene-Dner"	"Dner"	chrNC_000067.7	-	84423115	84423340	84454065	84454179	84396369	84396492	84472451	84472605
338	"gene-Fstl4"	"Fstl4"	chrNC_000077.7	+	52891023	52891269	52959366	52959560	52705451	52705485	52963219	52963343
339	"gene-Prss36"	"Prss36"	chrNC_000073.7	-	127532542	127532664	127533310	127533452	127531809	127532286	127533526	127533799
340	"gene-Prss36"	"Prss36"	chrNC_000073.7	-	127532542	127532664	127533310	127533452	127531809	127532286	127533561	127533795
341	"gene-Prss36"	"Prss36"	chrNC_000073.7	-	127532542	127532664	127533310	127533452	127531809	127532286	127533681	127533795
342	"gene-Prss36"	"Prss36"	chrNC_000073.7	-	127532542	127532664	127533561	127533795	127531809	127532286	127534618	127535175
343	"gene-Prss36"	"Prss36"	chrNC_000073.7	-	127532542	127532664	127533561	127533799	127531809	127532286	127534618	127535175
344	"gene-Prss36"	"Prss36"	chrNC_000073.7	-	127532542	127532664	127533681	127533795	127531809	127532286	127534618	127535175
345	"gene-Prss36"	"Prss36"	chrNC_000073.7	-	127532542	127532664	127533681	127533799	127531809	127532286	127534618	127535175
348	"gene-Prss36"	"Prss36"	chrNC_000073.7	-	127532738	127533004	127533526	127533799	127532542	127532664	127534618	127535175
349	"gene-Prss36"	"Prss36"	chrNC_000073.7	-	127532738	127533004	127533561	127533795	127532542	127532664	127534618	127535175
350	"gene-Prss36"	"Prss36"	chrNC_000073.7	-	127532738	127533004	127533561	127533799	127532542	127532664	127534618	127535175
351	"gene-Prss36"	"Prss36"	chrNC_000073.7	-	127532738	127533004	127533681	127533795	127532542	127532664	127534618	127535175
352	"gene-Prss36"	"Prss36"	chrNC_000073.7	-	127532738	127533004	127533681	127533799	127532542	127532664	127534618	127535175
353	"gene-Chchd6"	"Chchd6"	chrNC_000072.7	-	89396729	89396800	89444371	89444455	89361585	89361721	89544568	89544713
354	"gene-Chchd6"	"Chchd6"	chrNC_000072.7	-	89444371	89444455	89551349	89551572	89396729	89396800	89572440	89572634
355	"gene-Prr14"	"Prr14"	chrNC_000073.7	+	127072968	127073158	127073550	127073594	127072766	127072888	127073685	127073891
356	"gene-Agap3"	"Agap3"	chrNC_000071.7	+	24701730	24701901	24703067	24703205	24697955	24698124	24704655	24704810
357	"gene-Mrtfa"	"Mrtfa"	chrNC_000081.7	-	80910862	80910918	80929489	80929555	80907742	80907818	81001591	81001853
358	"gene-Mrtfa"	"Mrtfa"	chrNC_000081.7	-	80929489	80929555	81001591	81001853	80910862	80910918	81074707	81074937
359	"gene-Ino80e"	"Ino80e"	chrNC_000073.7	-	126456397	126456514	126456774	126456894	126450755	126452163	126457045	126457124
360	"gene-Ino80e"	"Ino80e"	chrNC_000073.7	-	126456397	126456514	126456847	126456894	126450755	126452163	126457045	126457124
361	"gene-Ino80e"	"Ino80e"	chrNC_000073.7	-	126456397	126456514	126456847	126456959	126450755	126452163	126457045	126457124
362	"gene-Ino80e"	"Ino80e"	chrNC_000073.7	-	126456397	126456514	126456774	126456894	126452660	126452752	126457045	126457124
364	"gene-Spns1"	"Spns1"	chrNC_000073.7	-	125970349	125970448	125970712	125970778	125969906	125970078	125971129	125971319
365	"gene-Gsg1l"	"Gsg1l"	chrNC_000073.7	-	125490831	125490902	125509335	125509503	125477583	125480410	125522594	125522706
367	"gene-Katnip"	"Katnip"	chrNC_000073.7	+	125327480	125327536	125352144	125352221	125307041	125307120	125359472	125359642
368	"gene-Katnip"	"Katnip"	chrNC_000073.7	+	125415750	125415853	125419139	125419355	125413952	125414059	125428900	125429038
369	"gene-Cacng3"	"Cacng3"	chrNC_000073.7	+	122353728	122353812	122361405	122361546	122270966	122271207	122367557	122368616
370	"gene-Prkcb"	"Prkcb"	chrNC_000073.7	+	122143855	122144002	122167356	122167530	122127698	122127795	122181652	122181744
371	"gene-Prkcb"	"Prkcb"	chrNC_000073.7	+	122167356	122167530	122181652	122181744	122143855	122144002	122183620	122183683
372	"gene-Mettl9"	"Mettl9"	chrNC_000073.7	+	120647060	120647251	120656437	120656622	120633781	120634198	120675352	120676058
373	"gene-Mettl9"	"Mettl9"	chrNC_000073.7	+	120651309	120651519	120656437	120656622	120633781	120634198	120675355	120676058
374	"gene-Polr3e"	"Polr3e"	chrNC_000073.7	+	120526166	120526244	120527110	120527226	120523444	120523495	120527650	120527733
375	"gene-Lman2l"	"Lman2l"	chrNC_000067.7	-	36468503	36468536	36477830	36477913	36467380	36467542	36478689	36478807
376	"gene-Lman2l"	"Lman2l"	chrNC_000067.7	-	36468503	36468536	36477830	36477913	36467380	36467542	36484130	36484351
377	"gene-Lman2l"	"Lman2l"	chrNC_000067.7	-	36468503	36468536	36478689	36478807	36467380	36467542	36484130	36484351
378	"gene-Lman2l"	"Lman2l"	chrNC_000067.7	-	36477830	36477913	36478689	36478807	36467380	36467542	36484130	36484351
379	"gene-Lman2l"	"Lman2l"	chrNC_000067.7	-	36477830	36477913	36478689	36478807	36468503	36468536	36484130	36484351
380	"gene-Dcun1d3"	"Dcun1d3"	chrNC_000073.7	-	119469637	119469767	119494293	119494369	119458602	119459138	119494780	119494977
381	"gene-Rps15a"	"Rps15a"	chrNC_000073.7	-	117709155	117709241	117714007	117714087	117703596	117708416	117714331	117714469
382	"gene-Lrp11"	"Lrp11"	chrNC_000076.7	+	7471867	7472028	7478592	7478718	7465580	7466377	7479937	7480147
383	"gene-Lrp11"	"Lrp11"	chrNC_000076.7	+	7474455	7474612	7478592	7478718	7471867	7472028	7479937	7480147
384	"gene-Lrp11"	"Lrp11"	chrNC_000076.7	+	7474455	7474612	7479937	7480147	7471867	7472028	7484307	7484403
385	"gene-Lrp11"	"Lrp11"	chrNC_000076.7	+	7474470	7474612	7478592	7478718	7471867	7472028	7479937	7480147
386	"gene-Lrp11"	"Lrp11"	chrNC_000076.7	+	7474470	7474612	7479937	7480147	7471867	7472028	7484307	7484403
389	"gene-Tead1"	"Tead1"	chrNC_000073.7	+	112441094	112441157	112441246	112441309	112438622	112438687	112456004	112456139
391	"gene-Tpd52l1"	"Tpd52l1"	chrNC_000076.7	-	31214180	31214241	31217135	31217174	31208368	31208965	31219007	31219022
395	"gene-Tpd52l1"	"Tpd52l1"	chrNC_000076.7	-	31217135	31217174	31219007	31219022	31214180	31214241	31222606	31222708
398	"gene-Cops7a"	"Cops7a"	chrNC_000072.7	-	124939584	124939660	124941686	124941891	124939320	124939409	124942181	124942229
399	"gene-Cops7a"	"Cops7a"	chrNC_000072.7	-	124939584	124939660	124941686	124941891	124939320	124939409	124942247	124942475
400	"gene-Cops7a"	"Cops7a"	chrNC_000072.7	-	124939584	124939660	124941686	124941891	124939320	124939409	124942364	124942475
402	"gene-Ipcef1"	"Ipcef1"	chrNC_000076.7	-	6869713	6870086	6885174	6885275	6850569	6850763	6887100	6887159
403	"gene-Use1"	"Use1"	chrNC_000074.7	+	71821193	71821206	71821493	71821521	71820602	71820755	71821772	71821947
404	"gene-Use1"	"Use1"	chrNC_000074.7	+	71821193	71821206	71821493	71821521	71820602	71820755	71821775	71821947
405	"gene-Use1"	"Use1"	chrNC_000074.7	+	71821493	71821521	71821772	71821947	71821193	71821206	71822170	71822375
406	"gene-Use1"	"Use1"	chrNC_000074.7	+	71821493	71821521	71821775	71821947	71821193	71821206	71822170	71822375
407	"gene-Tpp1"	"Tpp1"	chrNC_000073.7	-	105400796	105400936	105401188	105401260	105399386	105399537	105401377	105401442
408	"gene-Dnhd1"	"Dnhd1"	chrNC_000073.7	+	105345604	105345770	105345929	105346122	105342527	105345405	105346363	105346652
409	"gene-Fhip1b"	"Fhip1b"	chrNC_000073.7	-	105034152	105034358	105034549	105034629	105032987	105033779	105037390	105037558
410	"gene-Fhip1b"	"Fhip1b"	chrNC_000073.7	-	105034194	105034358	105034549	105034629	105032987	105033779	105037390	105037558
411	"gene-Katnal1"	"Katnal1"	chrNC_000071.7	-	148828438	148828565	148829319	148829478	148825688	148825823	148830492	148830598
414	"gene-Mctp1"	"Mctp1"	chrNC_000079.7	+	76879889	76879928	76889412	76889472	76871786	76871898	76905104	76905275
418	"gene-Orc6"	"Orc6"	chrNC_000074.7	+	86027737	86027867	86029424	86029588	86026260	86026621	86029990	86030080
419	"gene-Stard10"	"Stard10"	chrNC_000073.7	+	100993123	100993241	100994841	100994894	100992390	100992494	100995098	100995519
420	"gene-Fchsd2"	"Fchsd2"	chrNC_000073.7	+	100788357	100788403	100826350	100826427	100759945	100760043	100835594	100835739
421	"gene-Fchsd2"	"Fchsd2"	chrNC_000073.7	+	100826350	100826427	100835594	100835739	100788357	100788403	100840873	100841007
422	"gene-Nfe2l3"	"Nfe2l3"	chrNC_000072.7	+	51427946	51428123	51433573	51433657	51409648	51410393	51434209	51435752
423	"gene-Chchd2"	"Chchd2"	chrNC_000071.7	-	129911269	129911420	129912774	129913024	129910001	129910237	129916038	129916311
424	"gene-Pak1"	"Pak1"	chrNC_000073.7	+	97520781	97520819	97532678	97532795	97515268	97515416	97535504	97535679
425	"gene-Pak1"	"Pak1"	chrNC_000073.7	+	97532678	97532795	97535504	97535679	97520781	97520819	97538163	97538227
426	"gene-Pak1"	"Pak1"	chrNC_000073.7	+	97535504	97535679	97538163	97538227	97532678	97532795	97543171	97543220
427	"gene-Pak1"	"Pak1"	chrNC_000073.7	+	97538163	97538227	97543171	97543220	97535504	97535679	97547731	97547844
428	"gene-Pak1"	"Pak1"	chrNC_000073.7	+	97543171	97543220	97547731	97547844	97538163	97538227	97549546	97549664
429	"gene-Grik3"	"Grik3"	chrNC_000070.7	+	125517273	125517450	125526060	125526318	125384024	125384738	125533073	125533255
430	"gene-Nars2"	"Nars2"	chrNC_000073.7	+	96622688	96622769	96652004	96652099	96608877	96609018	96672824	96672957
432	"gene-Tenm4"	"Tenm4"	chrNC_000073.7	+	96004562	96004618	96085966	96086065	95860843	95861197	96145450	96145547
433	"gene-Tenm4"	"Tenm4"	chrNC_000073.7	+	96085966	96086065	96145450	96145547	96004562	96004618	96199218	96199506
434	"gene-Tenm4"	"Tenm4"	chrNC_000073.7	+	96353132	96353368	96378555	96378732	96343976	96344232	96384891	96385106
435	"gene-Hectd1"	"Hectd1"	chrNC_000078.7	-	51821433	51821573	51823278	51823413	51820609	51820933	51829264	51829367
436	"gene-Hectd1"	"Hectd1"	chrNC_000078.7	-	51853144	51853379	51874134	51874296	51850451	51850679	51875985	51876160
437	"gene-Zfand6"	"Zfand6"	chrNC_000073.7	-	84270075	84270120	84281863	84281964	84267057	84267171	84283092	84283201
440	"gene-Hdgfl3"	"Hdgfl3"	chrNC_000073.7	-	81543546	81543693	81555307	81555384	81531003	81535831	81583686	81584207
441	"gene-Hdgfl3"	"Hdgfl3"	chrNC_000073.7	-	81549421	81549577	81550032	81550171	81543546	81543693	81555307	81555384
442	"gene-Hdgfl3"	"Hdgfl3"	chrNC_000073.7	-	81550032	81550171	81555307	81555384	81549421	81549577	81583686	81584207
444	"gene-Sec11a"	"Sec11a"	chrNC_000073.7	-	80572848	80572968	80584774	80584884	80565922	80565980	80597149	80597295
447	"gene-Rab22a"	"Rab22a"	chrNC_000068.8	+	173529939	173530021	173536902	173536974	173503224	173503304	173537051	173537158
448	"gene-Ppp4c"	"Ppp4c"	chrNC_000073.7	-	126386608	126386782	126387288	126387390	126386391	126386518	126387555	126387606
450	"gene-Zbtb49"	"Zbtb49"	chrNC_000071.7	-	38363232	38363306	38370651	38371727	38361088	38361171	38373790	38373957
452	"gene-Zbtb49"	"Zbtb49"	chrNC_000071.7	-	38370651	38371727	38373790	38373957	38363232	38363306	38377666	38377777
453	"gene-Zbtb49"	"Zbtb49"	chrNC_000071.7	-	38370651	38371727	38373790	38373957	38367961	38368008	38377666	38377777
454	"gene-Rassf7"	"Rassf7"	chrNC_000073.7	+	140796633	140796764	140796912	140797625	140795772	140795853	140797798	140797930
455	"gene-Vps54"	"Vps54"	chrNC_000077.7	+	21221703	21221738	21224997	21225129	21218784	21218863	21227674	21228060
456	"gene-Fam169b"	"Fam169b"	chrNC_000073.7	+	67954299	67954399	67971567	67971653	67950580	67950711	67978969	67979147
457	"gene-Dtna"	"Dtna"	chrNC_000084.7	+	23630535	23630760	23668218	23668286	23608172	23608299	23678742	23678823
458	"gene-Dtna"	"Dtna"	chrNC_000084.7	+	23630538	23630760	23668218	23668286	23608172	23608299	23678742	23678823
460	"gene-Entrep2"	"Entrep2"	chrNC_000073.7	-	64436437	64436545	64469512	64469647	64426460	64426621	64505856	64505967
462	"gene-Apba2"	"Apba2"	chrNC_000073.7	+	64203394	64203519	64284778	64284832	64151443	64151566	64344771	64345765
463	"gene-Apba2"	"Apba2"	chrNC_000073.7	+	64203394	64203519	64344771	64345765	64151443	64151566	64364178	64364259
464	"gene-Apba2"	"Apba2"	chrNC_000073.7	+	64203394	64203519	64284778	64284832	64151884	64152001	64344771	64345765
465	"gene-Apba2"	"Apba2"	chrNC_000073.7	+	64284778	64284832	64344771	64345765	64203394	64203519	64364178	64364259
466	"gene-Apba2"	"Apba2"	chrNC_000073.7	+	64284778	64284832	64344771	64345765	64203394	64203519	64383260	64383406
467	"gene-Ciao2a"	"Ciao2a"	chrNC_000075.7	+	66040713	66040763	66043583	66043629	66039808	66039973	66045618	66046250
468	"gene-Nisch"	"Nisch"	chrNC_000080.7	-	30910595	30910751	30911687	30911783	30909606	30909675	30912952	30913048
469	"gene-Nisch"	"Nisch"	chrNC_000080.7	-	30913341	30913505	30914537	30914586	30912952	30913048	30925183	30925366
470	"gene-Nisch"	"Nisch"	chrNC_000080.7	-	30914537	30914586	30925183	30925366	30913341	30913505	30926398	30926482
471	"gene-Ddhd1"	"Ddhd1"	chrNC_000080.7	-	45860297	45860399	45866310	45866331	45858168	45858297	45867036	45867210
472	"gene-Ddhd1"	"Ddhd1"	chrNC_000080.7	-	45860297	45860399	45867036	45867210	45858168	45858297	45894678	45895600
473	"gene-Rnf111"	"Rnf111"	chrNC_000075.7	-	70357567	70357820	70360782	70361099	70350683	70351032	70365105	70365300
474	"gene-Rnf111"	"Rnf111"	chrNC_000075.7	-	70360782	70361099	70365105	70365300	70357567	70357820	70366271	70366435
475	"gene-Rnf111"	"Rnf111"	chrNC_000075.7	-	70383057	70383950	70410221	70410284	70376636	70376763	70410740	70411057
476	"gene-Mmd2"	"Mmd2"	chrNC_000071.7	-	142560940	142561101	142565935	142566017	142560458	142560626	142594312	142594528
477	"gene-Snhg14"	"Snhg14"	chrNC_000073.7	-	58967606	58967721	58980307	58980418	58959374	58959474	58983629	58983814
478	"gene-Snhg14"	"Snhg14"	chrNC_000073.7	-	58967606	58967721	58983629	58983814	58959374	58959474	58991689	58991734
479	"gene-Snhg14"	"Snhg14"	chrNC_000073.7	-	58972196	58972331	58980307	58980418	58967606	58967721	58983629	58983814
480	"gene-Snhg14"	"Snhg14"	chrNC_000073.7	-	58999424	58999547	59001297	59001420	58999011	58999057	59002746	59002792
481	"gene-Snhg14"	"Snhg14"	chrNC_000073.7	-	59002746	59002792	59008350	59008396	59001297	59001420	59008778	59008901
482	"gene-Snhg14"	"Snhg14"	chrNC_000073.7	-	59006482	59006528	59008350	59008396	59005040	59005163	59008778	59008901
483	"gene-Snhg14"	"Snhg14"	chrNC_000073.7	-	59006909	59007032	59008778	59008901	59006482	59006528	59010220	59010266
484	"gene-Snhg14"	"Snhg14"	chrNC_000073.7	-	59323557	59323704	59326085	59326232	59319335	59319490	59328606	59328753
485	"gene-Snhg14"	"Snhg14"	chrNC_000073.7	-	59326085	59326232	59328606	59328753	59323557	59323704	59331151	59331298
486	"gene-Snhg14"	"Snhg14"	chrNC_000073.7	-	59356063	59356210	59358565	59358712	59353524	59353671	59361106	59361253
487	"gene-Snhg14"	"Snhg14"	chrNC_000073.7	-	59356063	59356210	59361106	59361253	59353524	59353671	59363627	59363774
488	"gene-Snhg14"	"Snhg14"	chrNC_000073.7	-	59358565	59358712	59361106	59361253	59356063	59356210	59363627	59363774
489	"gene-Snhg14"	"Snhg14"	chrNC_000073.7	-	59605392	59605472	59618909	59619062	59596262	59596388	59620031	59620291
490	"gene-Snhg14"	"Snhg14"	chrNC_000073.7	-	59606429	59606548	59618909	59619062	59605392	59605472	59620031	59620291
491	"gene-Snhg14"	"Snhg14"	chrNC_000073.7	-	60051424	60051651	60060777	60060914	59907432	59907660	60099825	60099925
493	"gene-Map3k4"	"Map3k4"	chrNC_000083.7	-	12461536	12461692	12462386	12462483	12458856	12458957	12466189	12466256
494	"gene-Gsap"	"Gsap"	chrNC_000071.7	+	21483042	21483138	21485993	21486064	21477979	21478041	21486505	21486600
495	"gene-Prmt3"	"Prmt3"	chrNC_000073.7	+	49448053	49448175	49456274	49456374	49441720	49441786	49467779	49467858
496	"gene-Prmt3"	"Prmt3"	chrNC_000073.7	+	49456274	49456374	49467779	49467858	49441720	49441786	49476455	49476643
497	"gene-Prmt3"	"Prmt3"	chrNC_000073.7	+	49456274	49456374	49467779	49467858	49448053	49448175	49476455	49476643
498	"gene-Atad5"	"Atad5"	chrNC_000077.7	+	80018082	80018263	80022029	80022208	80014892	80014957	80023290	80024132
499	"gene-Atad5"	"Atad5"	chrNC_000077.7	+	80023290	80024132	80024854	80025013	80018082	80018263	80025118	80026623
